BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001112,HINDUPUR RPGT ROAD,"17/1/4, HINDUPUR RGPT ROAD, HINDUPUR, ANANTAPURAM DISTRICT,ANDHRA PRADESH.",ANANTAPURAM,HINDUPUR,ANDHRA PRADESH,9493327247
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001113,NARSIMPALLI,"ANDHRA PRAGATHI GRAMEENA BANK,NARASIMPALLI BRANCH,OPP POST OFFICE,NARASIMPALLI. TADIMARRI(MANDAL),ANANTAPUR(DIST),ANDHRA PRADESH",ANANTAPUR,NARASIMPALLI,ANDHRA PRADESH,9441368438
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001114,RUDRAMPETA,"DNO 1/99-1,NEAR BYEPASS ROAD,RUDRAMPETA,ANANTAPUR(TOWN),ANDHRA PRADESH",ANANTAPURAM,RUDRAMPETA,ANDHRA PRADESH,9490158195
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001115,KONDAKAMARLA,"DNO 5/211, MAIN ROAD, KONDAKAMARLA VILLAGE,KONDAKAMARLA POST,OBULADEVARA CHERUVU MANDAL,ANANTAPUR DIST,ANDHRA PRADESH. PIN-515531",ANANTAPURAM,KONDAKAMARLA,ANDHRA PRADESH,9440570217
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001116,GUTTURU,"DNO 2/62,KOTHACHERUVU ROAD, GUTTURU(VILLAGE),PENUKONDA(MANDAL),ANANTAPURAM (DIST),ANDHRA PRADESH. PIN-515164",ANANTAPURAM,GUTTURU,ANDHRA PRADESH,8985519989
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001118,RODDAM,"ANDHRA PRAGATHI GRAMEENA BANK,DOOR NO 13/99,MAIN ROAD,RODDAM(POST & MANDAL),ANANTAPURAM(DIST).PIN-515123",ANANTAPURAM,RODDAM,ANDHRA PRADESH,7901275041
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001119,REDDIPALLI,"ANDHRA PRAGATHI GRAMEENA BANK,DOOR NO 1/174-A,NALLAMADA MAIN ROAD,REDDIPALLI(VILLAE & POST),NALLAMADA MANDAL,ANANTAPURAM. PIN-515501",ANANTAPURAM,REDDIPALLI,ANDHRA PRADESH,7901274208
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001120,BRAHMASAMUDRAM,"D.NO 2/114, BRAHMASAMUDRAM VILLAGE,BRAHMASAMUDRAM MANDAL,ANANTAPURAM (DIST),ANDHRA PRADESH",ANANTAPURAM,BRAHMASAMUDRAM,ANDHRA PRADESH,7382263021
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001121,BOMMANAHL,"D NO 3/159, BOMMAHAHAL (VILLAGE AND MANDAL),ANANTAPURAM(DIST),ANDHRA PRADESH",ANANTAPURAM,BOMMANAHAL,ANDHRA PRADESH,7901099309
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001122,SANAPA,"DNO 1/140,SANAPA(VILLAGE),ATHMAKUR(MANDAL),ANANTAPURAM(DIST),ANDHRA PRADESH.PIN-515751",ANANTAPURAM,SANAPA,ANDHRA PRADESH,7901099310
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001123,CHOLASAMUDRAM,"D.NO 1-4,CHOLASAMUDRAM(V),NEAR SIVALAYAM,KUDAIR MANDAL,ANANTPUR DIST.-515711",ANANTPUR,KUDAIR,ANDHRA PRADESH,9490035128
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001124,KAMBADUR,D NO 5 25 A PUTTANAGARI VEEDHI KAMBADUR VILLEGE KAMBADUR MANDAL,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH,9440237953
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002000,KADAPA RO,"ANDHRA PRAGATHI GRAMEENA BANK,REGIONAL OFFICE,D.NO 4/622/R/3,ARAVINDA NAGAR,OPP RTC BUS STAND,KADAPA-516003",YSR KADAPA,KADAPA,ANDHRA PRADESH,9490158018
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002002,VEERAPANAYANIPALLE,VEERAPUNAYUNIPALLE-516321 VEERAPUNAYUNIPALLE MANDAL KADAPA DISTRICT,CUDDAPAH,VEERAPANAYANIPALLE,ANDHRA PRADESH,270034
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002005,VALLUR,VALLUR-516293 VALLUR MANDAL KADAPA DISTRICT,CUDDAPAH,VALLUR,ANDHRA PRADESH,236482
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002006,VEERABALLE,VEERABALLI-516268 VEERABALLI MANDAL KADAPA DISTRICT,CUDDAPAH,VEERABALLE,ANDHRA PRADESH,243426
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002007,PORUMAMILLA,PORUMAMILLA-516193 PORUMAMILLA MANDAL KADAPA DISTRICT,CUDDAPAH,PORUMAMILLA,ANDHRA PRADESH,285235
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002008,UPPARAPALLE,UPPARAPALLE-516247 SIDDAVATAM MANDAL KADAPA DISTRICT,CUDDAPAH,UPPARAPALLE,ANDHRA PRADESH,270066
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002012,VEMULA,VEMULA-516349 VEMULA MANDAL KADAPA DISTRICT,CUDDAPAH,VEMULA,ANDHRA PRADESH,282481
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002013,KADAPA MAIN,"KADAPA MAIN BRANCH NEAR KRISHNA THEATRE, MADRAS ROAD, KADAPA,  KADAPA DISTRICT. PIN  516001",CUDDAPAH,CUDDAPAH,ANDHRA PRADESH,242910
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002014,KORRAPADU,KORRAPADU-516359 RAJUPALEM  MANDAL KADAPA DISTRICT,CUDDAPAH,KORRAPADU,ANDHRA PRADESH,230157
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002015,PEDDA PASUPULA,PEDDAPASUPULA-516411 PEDDAMUDIAM MANDAL KADAPA DISTRICT,CUDDAPAH,PEDDA PASUPULA,ANDHRA PRADESH,272607
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002018,OBULAVARIPALLE,OBULAVARIPALLE-516108 OBULAVARIPALLE MANDAL KADAPA DISTRICT,CUDDAPAH,OBULAVARIPALLE,ANDHRA PRADESH,256088
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002019,PRODDATUR,"PRODDUTUR-516360 GANDHI ROAD, PRODDUTUR MANDAL KADAPA DISTRICT",CUDDAPAH,PRODDATUR,ANDHRA PRADESH,243636
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002020,RAYAVARAM,RAYAVARAM-516129 T.SUNDUPALLI MANDAL KADAPA DISTRICT,CUDDAPAH,RAYAVARAM,ANDHRA PRADESH,243672
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002022,VEMPALLE,VAIMPALLE-516329 VAIMPALLE MANDAL KADAPA DISTRICT,CUDDAPAH,VEMPALLE,ANDHRA PRADESH,281242
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002023,KONDAPURAM,KONDAPURAM (K) -516444 KONDAPURAM MANDAL KADAPA DISTRICT,CUDDAPAH,KONDAPURAM,ANDHRA PRADESH,274213
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002024,ATLUR,ATLUR ┬û 516501 ATLUR MANDAL KADAPA DISTRICT,CUDDAPAH,ATLUR,ANDHRA PRADESH,278750
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002032,NANDALUR,NANDALUR-516150 NANDALUR MANDAL KADAPA DISTRICT,CUDDAPAH,NANDALUR,ANDHRA PRADESH,243048
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002033,BRAHMAM GARIMATTAM,"BRAHMAMGARI MATTAM-516503 BRAHMAMGARI MATTAM MANDAL, KADAPA DISTRICT",CUDDAPAH,BRAHMAM GARIMATTAM,ANDHRA PRADESH,286026
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002035,KANAGUDUR,KANAGUDUR-516175 DUVVUR MANDAL KADAPA DISTRICT,CUDDAPAH,KANAGUDUR,ANDHRA PRADESH,234875
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002037,CHINTHAKOMMADINNE,CHINTAKOMMADINNE-516003 CHINTAKOMMADINNE MANDAL KADAPA DISTRICT,CUDDAPAH,CHINTHAKOMMADINNE,ANDHRA PRADESH,231377
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002038,CHINNAGURUVALURU,CHINNAGURUVALURU-516172 CHAPADU MANDAL KADAPA DISTRICT,CUDDAPAH,CHINNAGURUVALUR,ANDHRA PRADESH,237576
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002039,RAMANAPALLE,RAMANAPALLE-516162 CHENNUR MANDAL KADAPA DISTRICT,CUDDAPAH,RAMANAPALLE,ANDHRA PRADESH,235920
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002040,PEDDAMUDIYAM,PEDDAMUDIAM-516412 PEDDAMUDIAM MANDAL KADAPA DISTRICT,CUDDAPAH,PEDDAMUDIYAM,ANDHRA PRADESH,272842
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002041,MYLAVARAM,MYLAVARAM-516439 MYLAVARAM MANDAL KADAPA DISTRICT,CUDDAPAH,MYLAVARAM,ANDHRA PRADESH,273446
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002042,LINGALA,LINGALA-516396 LINGALA MANDAL KADAPA DISTRICT,CUDDAPAH,LINGALA,ANDHRA PRADESH,238509
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002043,NALLAPUREDDYPALLE,NALLAPUREDDYPALLE-516390 PULIVENDULA MANDAL KADAPA DISTRICT,CUDDAPAH,NALLAPUREDDYPALLE,ANDHRA PRADESH,239223
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002053,SIDDAVATTAM,SIDDAVATAM-516237 SIDDAVATAM MANDAL KADAPA DISTRICT,CUDDAPAH,SIDDAVATTAM,ANDHRA PRADESH,272009
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002054,KALASAPADU,KALASAPADU-516217 KALASAPADU  MANDAL KADAPA DISTRICT,CUDDAPAH,KALASAPADU,ANDHRA PRADESH,286430
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002055,GALIVEEDU,GALIVEEDU-516267 GALIVEEDU MANDAL KADAPA DISTRICT,CUDDAPAH,GALIVEEDU,ANDHRA PRADESH,233206
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002057,KAMALAPURAM,KAMALAPURAM-516289 KAMALAPURAM MANDAL KADAPA DISTRICT,CUDDAPAH,KAMALAPURAM,ANDHRA PRADESH,274237
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002067,CHILAMAKUR,CHILAMAKUR-516310 YERRAGUNTLA MANDAL KADAPA DISTRICT,CUDDAPAH,CHILAMKUR,ANDHRA PRADESH,276124
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002072,CHAKRAYPET,CHAKRAYAPET-516260 CHAKRAYAPET MANDAL KADAPA DISTRICT,CUDDAPAH,CHAKRAYPET,ANDHRA PRADESH,234616
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002076,RAJAMPET,RAJAMPET-516115 RAJAMPET MANDAL KADAPA DISTRICT,CUDDAPAH,RAJAMPET,ANDHRA PRADESH,240330
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002078,MYDUKUR,"MYDUKUR-516172, 10TH WARD, BADVEL ROAD,  MYDUKUR MANDAL KADAPA DISTRICT",CUDDAPAH,MYDUKUR,ANDHRA PRADESH,231260
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002079,SAMBEPALLI,SAMBEPALLE-516215 SAMBEPALLE MANDAL KADAPA DISTRICT,CUDDAPAH,SAMBEPALLI,ANDHRA PRADESH,242434
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002082,PENDLIMARRY,PENDLIMARRY-516216 PENDLIMARRY MANDAL KADAPA DISTRICT,CUDDAPAH,PENDLIMARRY,ANDHRA PRADESH,202395
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002083,BADVEL,"BADVEL ┬û 516227 D.NO 8/2A, NEAR RTC BUS STAND,  BADVEL MANDAL KADAPA DISTRICT",CUDDAPAH,BADVEL,ANDHRA PRADESH,284215
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002085,ITUKALAPADU,ITUKALAPADU-516193 B.KODUR MANDAL KADAPA DISTRICT,CUDDAPAH,ITUKALAPADU,ANDHRA PRADESH,210599
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002087,NAGARIPADU,"NAGARIPADU-516110 KODUR (RAILWAY) MANDAL,  KADAPA DISTRICT",CUDDAPAH,NAGARIPADU,ANDHRA PRADESH,246485
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002092,CHINNAMANDEM,CHINNAMANDEM-516214 CHINNAMANDEM MANDAL KADAPA DISTRICT,CUDDAPAH,CHINNAMANDAM,ANDHRA PRADESH,244023
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002094,PONDALUR,PONDALUR ┬û 516128 PENAGALURU MANDAL KADAPA DISTRICT,CUDDAPAH,PONDALUR,ANDHRA PRADESH,257254
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002095,VADDIRALA,VADDIRALA-516432 MYLAVARAM MANDAL KADAPA DISTRICT,CUDDAPAH,DHODIUM,ANDHRA PRADESH,273037
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002101,THONDUR,THONDURU-516401 THONDURU MANDAL KADAPA DISTRICT,CUDDAPAH,THONDUR,ANDHRA PRADESH,238308
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002102,NARASAPURAM,NARASAPURAM-516217 AVADHOOTA KASINAYANA MANDAL KADAPA DISTRICT,CUDDAPAH,NARASAPURAM,ANDHRA PRADESH,286262
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002107,RAYACHOTI,RAYACHOTY-516268 RAYACHOTY MANDAL KADAPA DISTRICT,CUDDAPAH,RAYACHOTI,ANDHRA PRADESH,251634
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002108,NOOLIVEEDU,NOOLIVEEDU-516272 GALIVEEDU MANDAL KADAPA DISTRICT,CUDDAPAH,NOOLIVEEDU,ANDHRA PRADESH,234890
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002109,SETTIGUNTA,SETTIGUNTA-516102 RAILWAY KODUR MANDAL KADAPA DISTRICT,CUDDAPAH,SETTIGUNTA,ANDHRA PRADESH,247877
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002112,B.KODURU,"B.KODURU ┬û 516228 B.KODURU MANDAL, KADAPA DISTRICT",CUDDAPAH,B.KODURU,ANDHRA PRADESH,286606
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002116,KADAPA - MOCHAMPETA,"KADAPAMOCHAMPET  BRANCH TULASI COMPLEX, NEAR BAHADUR KHAN MASJID, TRUNK ROAD KADAPA, KADAPA DISTRICT.PIN 516001",CUDDAPAH,THUMMALURU,ANDHRA PRADESH,245950
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002117,KODUR,KODUR (RAILWAY)-516101 KODURU MANDAL KADAPA DISTRICT,CUDDAPAH,KODUR,ANDHRA PRADESH,242558
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002118,BOYANAPALLE,"BOYANAPALLE ┬û 516126 RAJAMPET  MANDAL, KADAPA DISTRICT",CUDDAPAH,AKEPADU,ANDHRA PRADESH,200323
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002120,YERRAGUNTLA,YERRAGUNTLA-516309 YERRAGUNTLA MANDAL KADAPA DISTRICT,CUDDAPAH,YERRAGUNTLA,ANDHRA PRADESH,275136
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002121,RAMAPURAM(K),RAMAPURAM (K) -516504 RAMAPURAM MANDAL KADAPA DISTRICT,CUDDAPAH,CHITLOOR,ANDHRA PRADESH,238080
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002122,VATHALUR,VATHALUR-516107 PULLAMPET MANDAL KADAPA DISTRICT,CUDDAPAH,VATHALUR,ANDHRA PRADESH,246802
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002123,ALAVALAPADU,"ALAVALAPADU ┬û 516350 VEMULA MANDAL, KADAPA DISTRICT",CUDDAPAH,ALAVALAPADU,ANDHRA PRADESH,283116
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002124,KOTHA NELLORE,KOTHA NELLORE-516163  KHAJIPET  MANDAL KADAPA DISTRICT,CUDDAPAH,KOTHA NELLORE,ANDHRA PRADESH,235055
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002128,PEDDA CHAPPALI,PEDDACHEPPALI-516289 KAMALAPURAM MANDAL KADAPA DISTRICT,CUDDAPAH,PEDDA CHAPPALI,ANDHRA PRADESH,277123
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002133,ANKALAMMA GUDUR,"ANKALAMMAGUDUR ┬û 516484 SIMHADRIPURAM MANDAL, KADAPA DISTRICT",CUDDAPAH,ANKALAMMA GUDUR,ANDHRA PRADESH,239411
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002135,ANANTHARAJUPETA,ANANTHARAJUPET ┬û 516105 RAILWAY KODUR MANDAL KADAPA DISTRICT,CUDDAPAH,ANANTHARAJUPETA,ANDHRA PRADESH,200276
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002137,RAJUPALEM,RAJUPALEM-516363 RAJUPALEM MANDAL KADAPA DISTRICT,CUDDAPAH,RAJUPALEM,ANDHRA PRADESH,230147
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002138,JAMMALAMADUGU,JAMMALAMADAGU-516434 JAMMALAMADUGU MANDAL KADAPA DISTRICT,CUDDAPAH,JAMMALAMADAGU,ANDHRA PRADESH,270492
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002139,BALA THIMMAYYAGARI PALLE,BALATHIMMAIAHGARIPALLE-516259 CHAKRAYAPET MANDAL KADAPA DISTRICT,CUDDAPAH,BALA THIMMAYYAGARI PALLE,ANDHRA PRADESH,201074
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002140,KADAPA - KAGITALAPENTA,"KADAPAKAGITALAPENTA BRANCH * NEAR GOVT. ITI,  KAGITALAPENTA, KADAPA DISTRICT.  PIN  516003",CUDDAPAH,KAGITHALAPENTA,ANDHRA PRADESH,259082
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002143,KADAPA-JAYANAGAR COLONY BRANCH,"KADAPA JAYANAGAR COLONY  BRANCH NEAR APSARA THEATRE, JAYANAGAR COLONY,  KADAPA DISTRICT. PIN  516002",CUDDAPAH,CUDDAPAH,ANDHRA PRADESH,244692
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002144,SIMHADRIPURAM,SIMHADRIPURAM-516454 SIMHADRIPURAM MANDAL KADAPA DISTRICT,CUDDAPAH,SIMHADRIPURAM,ANDHRA PRADESH,235114
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002145,PULIVENDLA,PULIVENDULA-516390 PULIVENDULA MANDAL  KADAPA DISTRICT,CUDDAPAH,PULIVENDLA,ANDHRA PRADESH,287977
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002150,PULLAMPET,PULLAMPET-516107 PULLAMPET MANDAL KADAPA DISTRICT,CUDDAPAH,PULLAMPET,ANDHRA PRADESH,257720
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002151,CHENNUR,"CHENNUR-516162, D.NO. 12/280, RAMALAYAM STREET,  CHENNUR MANDAL KADAPA DISTRICT",CUDDAPAH,CHENNUR,ANDHRA PRADESH,235720
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002154,TSUNDUPALLI,T.SUNDUPALLI-516130 T.SUNDUPALLI MANDAL KADAPA DISTRICT,CUDDAPAH,TSUNDUPALLI,ANDHRA PRADESH,248698
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002155,CHITVEL,"CHITVEL-516 104 D.NO.1/200, MAIN ROAD, CHITVEL MANDAL, KADAPA DISTRICT",CUDDAPAH,CHITVEL,ANDHRA PRADESH,240983
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002156,KADAPA POLICE LINE BRANCH,"POLICE LINE-516 001 D.NO.20/1066, UPSTAIRS,  CO-OPERATIVE COLONY, KADAPA DISTRICT",CUDDAPAH,CUDDAPAH,ANDHRA PRADESH,223437
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002157,DUVVUR,DUVVURU-516 175 DUVVUR MANDAL KADAPA DISTRICT,CUDDAPAH,DUVVUR,ANDHRA PRADESH,238555
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002158,KHAJIPETA,KHAJIPETA-516 203 KHAJIPETA MANDAL KADAPA DISTRICT,CUDDAPAH,SUNKESULA KHAJIPETA,ANDHRA PRADESH,238187
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002159,MUDDANUR,"MUDDANUR-516 380 D.NO.5/99 A, MUDDANUR VIL & MANDAL KADAPA DISTRICT",CUDDAPAH,MUDDANUR,ANDHRA PRADESH,279359
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002160,LAKKIREDDIPALLE,"LAKKIREDDYPALLI-516 257 NGO HOME, LAKKIREDDYPALLI VIL & MANDAL KADAPA DISTRICT",CUDDAPAH,LAKKIREDDIPALLE,ANDHRA PRADESH,234041
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002161,DEVUNIKADAPA,"KADAPA-DEVUNI KADAPA-516 001 D.NO.16/308, UPSTAIRS, D.C. ROAD, DEVUNI KADAPA, KADAPA DISTRICT",CUDDAPAH,CUDDAPAH,ANDHRA PRADESH,221533
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002162,KADAPA NESCO,"NESCO,KADAPA-516002, NEAR RTC BUS STAND, ARAVINDANAGAR, KADAPA.",CUDDAPAH,CUDDAPAH,ANDHRA PRADESH,200065
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002163,RAJAMPET - R. S. ROAD,"D.NO.6/52, R.S. ROAD, RAJAMPET,  KADAPA DISTRICT PIN-516 115",CUDDAPAH,RAJAMPET,ANDHRA PRADESH,251669
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002164,YERRAMUKKAPALLI,"D.NO.1/2687, APHB COLONY, R.S. ROAD, YERRAMUKKAPALLI, KADAPA YSR DISTRICT PIN-516 004",CUDDAPAH,CUDDAPAH,ANDHRA PRADESH,256322
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002166,GOPAVARAM,"PLOT NO.9, APHB COLONY, BHAGATH SINGH COLONY, GOPAVARAM VIL & PO, PRODDATUR MANDAL, YSR KADAPA DISTRICT PIN-516 360",CUDDAPAH,GOPAVARAM,ANDHRA PRADESH,200326
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002167,PRODDATUR - MODEMPALLI,"MODEMPALLI - 516360, JINNAH ROAD, MODEMPALLI, PRODDUTUR POST, KADAPA DIST",CUDDAPAH,PRODDATUR,ANDHRA PRADESH,7382600200
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002168,MANGAMPET,"APMDC LTD.,MANGAMPET",CUDDAPAH,KODUR,ANDHRA PRADESH,246214
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002169,POTLADURTHI,"DNO.1-145, POTLADURTHI VIL, YERRAGUNTLA MANDAL KADAPA PIN-516 309",CUDDAPAH,PRODDATUR,ANDHRA PRADESH,7382600293
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002171,NAGAVARAM,NAGAVARAM VIL & PO VIA BP RACHAPALLI (SO) CHITVEL MANDAL KADAPA PIN-516 110,CUDDAPAH,KODUR,ANDHRA PRADESH,7382600299
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002172,NANDIMANDALAM,"D. NO. 6/328-2, NANDIMANDALAM VILLAGE, PENDLIMARRI MANDAL, KADAPA DISTRICT,PIN-516218",CUDDAPAH,NANDIMANDALAM,ANDHRA PRADESH,7382633704
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002173,GUDIPADU,"D. NO. 2/34, GUDIPADU VILLAGE & POST, DUVVURU MANDAL, Y. S. R.  DISTRICT,  PIN-516 175",CUDDAPAH,DUVVUR,ANDHRA PRADESH,7382633812
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002174,MORAGUDI,"D. NO. 21/431, MORAGUDI VILLAGE & POST, JAMMALAMADUGU MANDAL, Y. S. R DISTRICT,  PIN-516 434",CUDDAPAH,JAMMALAMADUGU,ANDHRA PRADESH,7382633814
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002175,PENAGALURU,"D.NO. 3/205A, PENAGALUR VILLAGE & POST KADAPA DIST",CUDDAPAH,PENGALUR,ANDHRA PRADESH,7322612440
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002176,CHAPADU,"D.NO.2/195, CHAPADU VIL PO, CHAPADU MANDAL, KADAPA DISTRICT, PIN-516 355",CUDDAPAH,PRODDATUR,ANDHRA PRADESH,7382609268
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002177,"NAGARAJUPETA, KADAPA","NAGARAJUPETA, KADAPA MANDAL, YSR DISTRICT PIN-516 001",CUDDAPAH,CUDDAPAH,ANDHRA PRADESH,8331019660
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002178,KAMALAKURU,"270 A, MAIN ROAD, KAMALAKURU VILLAGE, ATLURU MANDAL, BADVEL POST.",CUDDAPAH,KAMALAKURU,ANDHRA PRADESH,8331012073
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002179,G V SATRAM,"MAIN ROAD,G V SATRAM VILL AND POST,MYDUKURU MANDAL,Y.S.R.KADAPA DIST,AP,516172",KADAPA,MYDUKUR,ANDHRA PRADESH,9440043649
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002180,URUTURU,"D.NO.2 BY 175 C,MAIN ROAD,URUTURU VILLAGE,VEERAPUNAYUNIPALLI MANDAL,Y.S.R.KADAPA DIST,AP,516339",KADAPA,Y S R KADAPA,ANDHRA PRADESH,9966253448
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002181,EGUVA RAMAPURAM,6-153 EGUVA RAMAPURAM KALASAPADU MANDAL,CUDDAPAH,EGUVA RAMAPURAM,ANDHRA PRADESH,9015621515
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002182,PP KUNTA,10/262 MAIN ROAD PEDDA POLUPALLI KUNTA VILLAGE GOPAVARAM PROJECT SITE GOPAVARAM MANDAL,CUDDAPAH,PEDDA POLUPALLI KUNTA,ANDHRA PRADESH,8500028774
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002183,RAVINDRA NAGAR KADAPA,5-446 RAVINDRA NAGAR KADAPA,KADAPA,KADAPA,ANDHRA PRADESH,244494
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002184,PRODDATUR GANDHI ROAD,"DOOR NO 24-591,VASANTH RAO STREET, GANDHI ROAD, RAMESWARAM PRODDATUR",KADAPA,PRODDATUR,ANDHRA PRADESH,243636
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002185,PRODDATUR NGOS COLONY,DNO 10/107 NGOS COLONY  NEAR RTC BUS STAND PRODDATUR,YSR KADAPA,PRODDATUR,ANDHRA PRADESH,243636
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002186,SETTYPALLI,"SETTIPALLI VILLAGE, SAMBEPALLI MANDAL, YSR KADAPA DISTRICT",KADAPA,SETTYPALLI,ANDHRA PRADESH,251634
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002187,PULIVENDULA POOLA ANGALLU,"DOOR NO 1/4/309 BESIDE LAKSHMI THEATRE,PARNAPALLI ROAD,POOLA ANGALLU",KADAPA,PULIVENDULA,ANDHRA PRADESH,8500310155
